SabioReactionID,Name,Role,Smiles
1095,CO2,Product,O=C=O
1095,L-Tyrosine,Product,NC(Cc1ccc(O)cc1)C(O)=O
1095,L-Arogenate,Substrate,NC(CC1(C=CC(O)C=C1)C(O)=O)C(O)=O
1095,H+,Product,[H]
1095,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
1096,CO2,Product,O=C=O
1096,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1096,L-Tyrosine,Product,NC(Cc1ccc(O)cc1)C(O)=O
1096,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1096,L-Arogenate,Substrate,NC(CC1(C=CC(O)C=C1)C(O)=O)C(O)=O
1096,H+,Product,[H]
1097,L-Glutamate,Product,NC(CCC(O)=O)C(O)=O
1097,L-Tyrosine,Substrate,NC(Cc1ccc(O)cc1)C(O)=O
1097,2-Oxoglutarate,Substrate,OC(=O)CCC(=O)C(O)=O
1097,3-(4-Hydroxyphenyl)pyruvate,Product,Oc1ccc(cc1)CC(=O)C(O)=O
1098,AMP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
1098,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
1098,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
1098,L-Arginine,Substrate,NC(=N)NCCCC(N)C(O)=O
1098,L-Tyrosine,Substrate,NC(Cc1ccc(O)cc1)C(O)=O
1098,Kyotorphin,Product,NC(=N)NCCCC(NC(=O)C(N)Cc1ccc(O)cc1)C(O)=O
1099,CO2,Product,O=C=O
1099,L-Tyrosine,Substrate,NC(Cc1ccc(O)cc1)C(O)=O
1099,Tyramine,Product,NCCc1ccc(O)cc1
1100,NH3,Product,[H]N([H])[H]
1100,L-Tyrosine,Substrate,NC(Cc1ccc(O)cc1)C(O)=O
1100,4-Coumarate,Product,OC(=O)C=Cc1ccc(O)cc1
1101,L-Tyrosine,Substrate,NC(Cc1ccc(O)cc1)C(O)=O
1101,beta-Tyrosine,Product,NC(CC(O)=O)c1ccc(O)cc1
1102,Coenzyme A,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
1102,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1102,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1102,3-Oxopropanoate,Substrate,O=CCC(O)=O
1102,Malonyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
1102,H+,Product,[H]
1103,Acetate,Product,CC(O)=O
1103,Acetyl-CoA,Substrate,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
1103,Malonate,Substrate,OC(=O)CC(O)=O
1103,Malonyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
1104,H2O,Substrate,[H]O[H]
1104,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1104,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1104,Malonyl-CoA,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
1104,3-Ketopropanoyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC=O
1104,O2,Product,O=O
1104,H+,Product,[H]
1106,Acetaldehyde,Product,CC=O
1106,Phosphate,Product,OP(O)(O)=O
1106,H2O,Substrate,[H]O[H]
1106,Phosphonoacetaldehyde,Substrate,[H]C(=O)CP(O)(O)=O
1107,Acetaldehyde,Product,CC=O
1107,NH3,Product,[H]N([H])[H]
1107,Phosphate,Product,OP(O)(O)=O
1107,H2O,Substrate,[H]O[H]
1107,Ethanolamine phosphate,Substrate,NCCOP(O)(O)=O
1108,Acetaldehyde,Product,CC=O
1108,NH3,Product,[H]N([H])[H]
1108,Ethanolamine,Substrate,NCCO
1109,Acetaldehyde,Substrate,CC=O
1109,4-Hydroxy-2-oxopentanoate,Product,CC(O)CC(=O)C(O)=O
1109,Pyruvate,Substrate,CC(=O)C(O)=O
1110,Acetaldehyde,Product,CC=O
1110,L-Threonine,Substrate,CC(O)C(N)C(O)=O
1110,Glycine,Product,NCC(O)=O
1113,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
1113,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
1113,D-Fructose 6-phosphate,Substrate,OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
1113,"D-Fructose 1,6-bisphosphate",Product,OC1C(COP(O)(O)=O)OC(O)(COP(O)(O)=O)C1(O)
1114,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
1114,"D-Fructose 2,6-bisphosphate",Product,OCC1(OC(COP(O)(O)=O)C(O)C1(O))(OP(O)(O)=O)
1114,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
1114,D-Fructose 6-phosphate,Substrate,OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
1115,D-Mannitol 1-phosphate,Substrate,OCC(O)C(O)C(O)C(O)COP(O)(O)=O
1115,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1115,D-Fructose 6-phosphate,Product,OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
1115,H+,Product,[H]
1115,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
1116,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
1116,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
1116,D-Fructose 6-phosphate,Product,OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
1116,D-Fructose,Substrate,OCC1OC(O)(CO)C(O)C1(O)
1117,H2O,Substrate,[H]O[H]
1117,Phosphate,Product,OP(O)(O)=O
1117,D-Fructose 6-phosphate,Product,OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
1117,"D-Fructose 1,6-bisphosphate",Substrate,OC1C(COP(O)(O)=O)OC(O)(COP(O)(O)=O)C1(O)
1118,Phosphate,Product,OP(O)(O)=O
1118,H2O,Substrate,[H]O[H]
1118,D-Fructose 6-phosphate,Product,OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
1118,"D-Fructose 2,6-bisphosphate",Substrate,OCC1(OC(COP(O)(O)=O)C(O)C1(O))(OP(O)(O)=O)
1119,Diphosphate,Substrate,OP(O)(=O)OP(O)(O)=O
1119,Phosphate,Product,OP(O)(O)=O
1119,D-Fructose 6-phosphate,Substrate,OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
1119,"D-Fructose 1,6-bisphosphate",Product,OC1C(COP(O)(O)=O)OC(O)(COP(O)(O)=O)C1(O)
1123,D-Fructose 6-phosphate,Product,OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
1123,D-Glucose 6-phosphate,Substrate,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
1124,D-Fructose 6-phosphate,Product,OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
1124,D-Mannose 6-phosphate,Substrate,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
1126,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
1126,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
1126,Phosphate,Product,OP(O)(O)=O
1126,Urea-1-carboxylate,Product,NC(=O)NC(O)=O
1126,Hydrogencarbonate,Substrate,OC(=O)[O-]
1126,Urea,Substrate,NC(N)=O
1127,Glycine,Product,NCC(O)=O
1127,H2O,Substrate,[H]O[H]
1127,Guanidinoacetate,Substrate,NC(=N)NCC(O)=O
1127,Urea,Product,NC(N)=O
1129,H2O,Product,[H]O[H]
1129,Urea,Substrate,NC(N)=O
1129,Carbodiimide,Product,NC#N
1130,H2O,Substrate,[H]O[H]
1130,Sulfite,Product,OS(O)=O
1130,O2,Substrate,O=O
1130,Sulfur,Substrate,S
1131,NH3,Product,[H]N([H])[H]
1131,H2O,Substrate,[H]O[H]
1131,L-Cysteine,Substrate,NC(CS)C(O)=O
1131,Hydrogen sulfide,Product,[H]S[H]
1131,Pyruvate,Product,CC(=O)C(O)=O
1140,H2O,Substrate,[H]O[H]
1140,Hydroxylamine,Product,NO
1140,O2,Product,O=O
1140,Nitrite,Substrate,ON=O
1141,H+,Product,[H]
1141,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1141,H2O,Substrate,[H]O[H]
1141,Nitrate,Product,ON(=O)=O
1141,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
1141,Nitrite,Substrate,ON=O
1142,H+,Product,[H]
1142,H2O,Substrate,[H]O[H]
1142,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1142,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1142,Nitrite,Substrate,ON=O
1142,Nitrate,Product,ON(=O)=O
1144,Acetaldehyde,Substrate,CC=O
1144,H2O,Product,[H]O[H]
1144,Nitrite,Substrate,ON=O
1144,H2O2,Substrate,OO
1144,Nitroethane,Product,CC[N+](=O)[O-]
1144,O2,Product,O=O
1145,H+,Product,[H]
1145,H2O,Substrate,[H]O[H]
1145,Nitrite,Substrate,ON=O
1145,Nitrate,Product,ON(=O)=O
1146,Sucrose,Substrate,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O)
1146,D-Glucose,Product,OCC1OC(O)C(O)C(O)C1(O)
1146,H2O,Substrate,[H]O[H]
1146,D-Fructose,Product,OCC1OC(O)(CO)C(O)C1(O)
1147,Sucrose,Substrate,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O)
1147,H2O,Substrate,[H]O[H]
1147,alpha-D-Glucose,Product,OCC1OC(O)C(O)C(O)C1(O)
1147,beta-D-Fructose,Product,OCC1OC(O)(CO)C(O)C1(O)
1148,Sucrose,Substrate,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O)
1148,Phosphate,Substrate,OP(O)(O)=O
1148,D-Glucose 1-phosphate,Product,OCC1OC(OP(O)(O)=O)C(O)C(O)C1(O)
1148,D-Fructose,Product,OCC1OC(O)(CO)C(O)C1(O)
1150,Sucrose,Product,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O)
1150,Phosphate,Product,OP(O)(O)=O
1150,H2O,Substrate,[H]O[H]
1150,Sucrose 6-phosphate,Substrate,OCC2OC(OC1(CO)(OC(COP(O)(O)=O)C(O)C1(O)))C(O)C(O)C2(O)
1154,Sucrose,Substrate,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O)
1154,Palatinose,Product,OCC2OC(OCC1OC(O)(CO)C(O)C1(O))C(O)C(O)C2(O)
1157,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1157,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1157,"trans-1,2-Dihydrobenzene-1,2-diol",Substrate,OC1C=CC=CC1(O)
1157,H+,Product,[H]
1157,Catechol,Product,Oc1ccccc1(O)
1159,2-Hydroxymuconate semialdehyde,Product,O=CC=CC=C(O)C(O)=O
1159,O2,Substrate,O=O
1159,Catechol,Substrate,Oc1ccccc1(O)
1160,"cis,cis-Muconate",Product,OC(=O)C=CC=CC(O)=O
1160,O2,Substrate,O=O
1160,Catechol,Substrate,Oc1ccccc1(O)
1161,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1161,CO2,Product,O=C=O
1161,H2O,Product,[H]O[H]
1161,Salicylate,Substrate,OC(=O)c1ccccc1(O)
1161,O2,Substrate,O=O
1161,H+,Substrate,[H]
1161,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
1161,Catechol,Product,Oc1ccccc1(O)
1162,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1162,CO2,Product,O=C=O
1162,Benzoate,Substrate,OC(=O)c1ccccc1
1162,O2,Substrate,O=O
1162,H+,Substrate,[H]
1162,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
1162,Catechol,Product,Oc1ccccc1(O)
1164,CO2,Product,O=C=O
1164,"2,3-Dihydroxybenzoate",Substrate,OC(=O)c1cccc(O)c1(O)
1164,Catechol,Product,Oc1ccccc1(O)
1165,CO2,Product,O=C=O
1165,"3,4-Dihydroxybenzoate",Substrate,OC(=O)c1ccc(O)c(O)c1
1165,Catechol,Product,Oc1ccccc1(O)
1166,H+,Substrate,[H]
1166,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1166,CO2,Product,O=C=O
1166,NH3,Product,[H]N([H])[H]
1166,Anthranilate,Substrate,Nc1ccccc1(C(O)=O)
1166,O2,Substrate,O=O
1166,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
1166,Catechol,Product,Oc1ccccc1(O)
1167,H+,Substrate,[H]
1167,CO2,Product,O=C=O
1167,NH3,Product,[H]N([H])[H]
1167,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1167,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1167,Anthranilate,Substrate,Nc1ccccc1(C(O)=O)
1167,O2,Substrate,O=O
1167,Catechol,Product,Oc1ccccc1(O)
1168,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
1168,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
1168,Catechol,Substrate,Oc1ccccc1(O)
1168,Guaiacol,Product,COc1ccccc1(O)
1169,H2O,Product,[H]O[H]
1169,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1169,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1169,Catechol,Product,Oc1ccccc1(O)
1169,Nitrite,Product,ON=O
1169,o-Nitrophenol,Substrate,Oc1ccccc1[N+](=O)[O-]
1169,O2,Substrate,O=O
1169,H+,Substrate,[H]
1170,Acetyl-CoA,Substrate,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
1170,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
1170,3-Oxoadipyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(O)=O
1170,Succinyl-CoA,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
1171,Glycine,Substrate,NCC(O)=O
1171,CO2,Product,O=C=O
1171,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
1171,5-Aminolevulinate,Product,NCC(=O)CCC(O)=O
1171,Succinyl-CoA,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
1174,(R)-2-Methyl-3-oxopropanoyl-CoA,Substrate,CC(C(O)=O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
1174,Succinyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
1175,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1175,D-Glucose 6-phosphate,Product,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
1175,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1175,H+,Product,[H]
1175,D-Glucitol 6-phosphate,Substrate,OCC(O)C(O)C(O)C(O)COP(O)(O)=O
1176,H+,Product,[H]
1176,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1176,"6-Phospho-D-glucono-1,5-lactone",Product,O=C1OC(COP(O)(O)=O)C(O)C(O)C1(O)
1176,D-Glucose 6-phosphate,Substrate,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
1176,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1177,Trehalose 6-phosphate,Product,OCC2OC(OC1OC(COP(O)(O)=O)C(O)C(O)C1(O))C(O)C(O)C2(O)
1177,UDP,Product,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
1177,D-Glucose 6-phosphate,Substrate,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
1177,UDPglucose,Substrate,OCC3OC(OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O))C(O)C(O)C3(O)
1178,Trehalose 6-phosphate,Substrate,OCC2OC(OC1OC(COP(O)(O)=O)C(O)C(O)C1(O))C(O)C(O)C2(O)
1178,D-Glucose,Product,OCC1OC(O)C(O)C(O)C1(O)
1178,H2O,Substrate,[H]O[H]
1178,D-Glucose 6-phosphate,Product,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
1179,D-Glucose,Product,OCC1OC(O)C(O)C(O)C1(O)
1179,H2O,Substrate,[H]O[H]
1179,D-Glucose 6-phosphate,Product,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
1179,Maltose 6'-phosphate,Substrate,OCC2OC(O)C(O)C(O)C2(OC1OC(COP(O)(O)=O)C(O)C(O)C1(O))
1181,1L-myo-Inositol 1-phosphate,Substrate,OC1C(O)C(O)C(OP(O)(O)=O)C(O)C1(O)
1181,D-Glucose 6-phosphate,Product,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
1182,L-Glycerol 3-phosphate,Substrate,OCC(O)COP(O)(O)=O
1182,Phosphate,Product,OP(O)(O)=O
1182,H2O,Substrate,[H]O[H]
1182,Glycerol,Product,OCC(O)CO
1183,L-Glycerol 3-phosphate,Substrate,OCC(O)COP(O)(O)=O
1183,H+,Product,[H]
1183,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1183,Glycerone phosphate,Product,OCC(=O)COP(O)(O)=O
1183,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
1184,sn-Glycerol 3-phosphate,Substrate,OCC(O)COP(O)(O)=O
1184,H+,Product,[H]
1184,Glycerone phosphate,Product,OCC(=O)COP(O)(O)=O
1184,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1184,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1185,sn-Glycerol 3-phosphate,Substrate,OCC(O)COP(O)(O)=O
1185,D-Glyceraldehyde 3-phosphate,Product,[H]C(O)(C=O)COP(O)(O)=O
1185,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1185,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
1185,H+,Product,[H]
1186,sn-Glycerol 3-phosphate,Substrate,OCC(O)COP(O)(O)=O
1186,Glycerone phosphate,Product,OCC(=O)COP(O)(O)=O
1186,H2O2,Product,OO
1186,O2,Substrate,O=O
1187,sn-Glycerol 3-phosphate,Substrate,OCC(O)COP(O)(O)=O
1187,Glycerone phosphate,Product,OCC(=O)COP(O)(O)=O
1187,FADH2,Product,Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))
1187,FAD,Substrate,Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))
1188,sn-Glycerol 3-phosphate,Substrate,OCC(O)COP(O)(O)=O
1188,D-Glucose,Substrate,OCC1OC(O)C(O)C(O)C1(O)
1188,D-Glucose 6-phosphate,Product,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
1188,Glycerol,Product,OCC(O)CO
1192,CMP,Product,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O)
1192,sn-Glycerol 3-phosphate,Product,OCC(O)COP(O)(O)=O
1192,H2O,Substrate,[H]O[H]
1192,CDPglycerol,Substrate,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OCC(O)CO)C(O)C2(O)
1193,sn-Glycerol 3-phosphate,Substrate,OCC(O)COP(O)(O)=O
1193,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
1193,CTP,Substrate,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)
1193,CDPglycerol,Product,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OCC(O)CO)C(O)C2(O)
1194,H2O,Substrate,[H]O[H]
1194,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
